Active,Name,Date-Time(UTC),Alt,Azmu,HTML,StarNo,RA(J2000),DEC(J2000),T_MAX(HJD),T_MAX(UT),tau,U_min,A_MAX,D_mag,f_bl,I_bl,I_o
True,BLG-0642,8-10-2015 0:54:0,23.4126064247,159.562964597,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0642,8-10-2015 1:48:0,26.07062419,174.300618278,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-10-2015 1:48:0,21.2485158441,169.659459543,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-10-2015 1:48:0,21.6523098911,165.708530891,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-10-2015 1:48:0,21.4339492207,168.799420479,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-10-2015 1:48:0,23.2001676934,166.412048051,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-10-2015 1:48:0,21.4376095979,170.143041074,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-10-2015 1:48:0,23.1628109273,167.46770644,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-10-2015 1:48:0,21.1553333422,169.848824937,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-10-2015 1:48:0,22.7864260558,175.290377395,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-10-2015 1:48:0,21.3259805769,170.492108565,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-10-2015 1:48:0,21.6028803003,163.966660719,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-10-2015 2:42:0,25.6846890723,189.46083317,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-10-2015 2:42:0,21.4267442753,180.973910961,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-10-2015 2:42:0,21.9228151932,183.763379817,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-10-2015 2:42:0,23.1172632959,179.973042659,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-10-2015 2:42:0,22.2782148894,182.96310528,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-10-2015 2:42:0,24.485269112,181.036844763,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1579,8-10-2015 2:42:0,21.1298844016,180.434674163,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1579.html,BLG521.27  ,18:09:52.56,-30:02:26.0,2457330.311,2015-11-03.81,88.858,1.145,1.255,0.246,1.000,16.023,16.023
True,BLG-1601,8-10-2015 2:42:0,22.0092796418,184.281800267,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-10-2015 2:42:0,24.2350137701,182.066898658,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-10-2015 2:42:0,21.7934549502,183.927203205,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-10-2015 2:42:0,22.2824205836,189.624098911,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-10-2015 2:42:0,21.4946969041,183.590697836,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-10-2015 2:42:0,21.8295214205,184.597542005,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-10-2015 2:42:0,23.4206518197,178.240807212,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-10-2015 2:42:0,21.2436020118,184.394548176,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-10-2015 3:36:0,22.3079067178,203.933813023,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1479,8-10-2015 3:36:0,21.6630958804,194.239394741,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1578,8-10-2015 3:36:0,22.7857327558,195.587980992,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-10-2015 3:36:0,22.3366297296,196.520405283,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-10-2015 3:36:0,22.3065075458,192.636052305,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-11-2015 0:0:0,23.6748615778,160.495413745,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0642,8-11-2015 0:54:0,23.6748615778,160.495413745,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0642,8-11-2015 1:48:0,26.1402577502,175.293324938,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-11-2015 1:48:0,21.3803213494,170.572607364,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-11-2015 1:48:0,21.835909405,166.623897016,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-11-2015 1:48:0,21.5770805014,169.714667108,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-11-2015 1:48:0,23.3744390442,167.351910703,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-11-2015 1:48:0,21.5630043433,171.059449348,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-11-2015 1:48:0,23.3232709157,168.408209431,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-11-2015 1:48:0,21.2846463679,170.760704148,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-11-2015 1:48:0,22.8431914084,176.23050158,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1739,8-11-2015 1:48:0,21.4467673072,171.407071132,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-11-2015 1:48:0,21.8090771823,164.87909107,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-11-2015 2:42:0,25.5519962837,190.441488782,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-11-2015 2:42:0,21.407535601,181.892998666,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-11-2015 2:42:0,21.8662276973,184.689129046,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-11-2015 2:42:0,23.1112874339,180.91877479,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-11-2015 2:42:0,22.2322888999,183.894760617,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-11-2015 2:42:0,24.4648936276,182.004248269,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1579,8-11-2015 2:42:0,21.1179308101,181.349294807,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1579.html,BLG521.27  ,18:09:52.56,-30:02:26.0,2457330.311,2015-11-03.81,88.858,1.145,1.255,0.246,1.000,16.023,16.023
True,BLG-1601,8-11-2015 2:42:0,21.9457586088,185.208619174,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-11-2015 2:42:0,24.2008719904,183.029931975,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-11-2015 2:42:0,21.7346921104,184.850863805,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-11-2015 2:42:0,22.1479290651,190.550842217,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-11-2015 2:42:0,21.4404613247,184.509905852,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-11-2015 2:42:0,21.7618042065,185.521396189,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-11-2015 2:42:0,23.4378562854,179.191467809,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-11-2015 2:42:0,21.178654651,185.309481035,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-11-2015 3:36:0,21.9908830161,204.836492072,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1479,8-11-2015 3:36:0,21.4683084337,195.15094908,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1578,8-11-2015 3:36:0,22.5734233645,196.514348646,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-11-2015 3:36:0,22.1123934206,197.438466228,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-11-2015 3:36:0,22.1325001704,193.559550976,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-12-2015 0:0:0,23.9253016135,161.433558025,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0642,8-12-2015 0:54:0,23.9253016135,161.433558025,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0642,8-12-2015 1:48:0,26.1966218414,176.287611649,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-12-2015 1:48:0,21.500036698,171.488458261,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-12-2015 1:48:0,22.0075494539,167.543089898,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-12-2015 1:48:0,21.7081236857,170.632871263,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-12-2015 1:48:0,23.5363955925,168.295576318,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-12-2015 1:48:0,21.676249953,171.978438989,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-12-2015 1:48:0,23.4713608618,169.352207848,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-12-2015 1:48:0,21.4018798879,171.675226665,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-12-2015 1:48:0,22.8873772775,177.171769525,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-12-2015 1:48:0,21.0492707227,171.406488534,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-12-2015 1:48:0,21.5554133905,172.324508821,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-12-2015 1:48:0,22.0034417506,165.795806409,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-12-2015 2:42:0,25.4064011804,191.418755046,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-12-2015 2:42:0,21.3760201691,182.811535049,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-12-2015 2:42:0,21.7972844958,185.613498363,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-12-2015 2:42:0,23.0926408411,181.864225221,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-12-2015 2:42:0,22.1739139042,184.825255871,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-12-2015 2:42:0,24.4315656844,182.97101154,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1579,8-12-2015 2:42:0,21.0937259219,182.263525686,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1579.html,BLG521.27  ,18:09:52.56,-30:02:26.0,2457330.311,2015-11-03.81,88.858,1.145,1.255,0.246,1.000,16.023,16.023
True,BLG-1601,8-12-2015 2:42:0,21.8698783257,186.133903035,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-12-2015 2:42:0,24.1538485603,183.992006151,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-12-2015 2:42:0,21.6636046435,185.773102837,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-12-2015 2:42:0,22.0012480677,191.474502664,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-12-2015 2:42:0,21.37395386,185.427802933,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-12-2015 2:42:0,21.6817741739,186.443632954,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-12-2015 2:42:0,23.4423200455,180.142378788,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-12-2015 2:42:0,21.1015086128,186.22288446,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-12-2015 3:36:0,21.6629210742,205.732565385,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1479,8-12-2015 3:36:0,21.2617568835,196.058253846,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1578,8-12-2015 3:36:0,22.3492418845,197.435964735,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-12-2015 3:36:0,21.8764506262,198.351606093,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-12-2015 3:36:0,21.9464869453,194.479139282,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-13-2015 0:0:0,24.1637884981,162.377199989,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1656,8-13-2015 0:0:0,21.0878266903,163.960912055,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
